,lat,lon
709,12.892252,77.5983398
710,12.9232047,77.6711807
711,12.9166646,77.6203553
712,12.9061117,77.5925656
713,12.9234752,77.5852645
714,12.9241055,77.5671349
715,12.8896399,77.5633218
716,12.8811869,77.5460618
717,12.9045616,77.5057926
718,12.9812649,77.6461579
719,12.9750047,77.6200027
720,12.9742231,77.6070743
721,12.9245494,77.6743341
722,12.9977551,77.6205782
723,12.9159911,77.6513702
724,12.9160016,77.6519298
725,12.9168988,77.6515537
726,12.914298,77.6516858
727,12.912101,77.6485607
728,12.9124615,77.6517484
729,12.9137923,77.6374114
730,12.9122107,77.6377107
731,12.9122576,77.6375965
732,12.98415,77.5781517
733,12.9133096,77.6383688
734,12.9567728,77.7153756
735,12.9908478,77.6800019
736,13.0413885,77.6223832
737,12.9045002,77.5888265
738,12.9347896,77.6161231
739,12.9001563,77.585937
740,12.9043815,77.5858999
741,12.9058961,77.5802982
742,12.9160519,77.5951937
743,12.9044659,77.5802459
744,12.9163551,77.6107667
745,12.9163574,77.6108155
746,12.9566492,77.7020855
747,12.9426676,77.6945817
748,12.9398646,77.6959322
749,12.9388929,77.6954089
750,12.9657628,77.598157
751,12.9241101,77.671697
752,12.9245431,77.6728693
753,12.9148289,77.6761592
754,12.9794542,77.7286003
755,12.9671935,77.6412605
756,12.9765959,77.5706263
757,12.9729868,77.5700133
758,12.9730022,77.6173053
759,12.9263463,77.5647627
760,12.9563085,77.6560269
761,12.9558936,77.6535219
762,12.9607933,77.64587
763,12.9110059,77.6444953
764,13.0285702,77.5714972
765,12.9571881,77.6550651
766,12.9565128,77.6537159
767,12.9664277,77.7494098
768,13.0268022,77.5794516
769,13.04098,77.6243953
770,12.9615986,77.6016472
771,13.0067427,77.5791244
772,12.953121,77.652908
773,12.9530588,77.652888
774,13.000752,77.6131248
775,12.96257,77.6432823
776,12.9627703,77.6424953
777,12.9582479,77.6146254
778,12.9805426,77.6405571
779,12.9781375,77.638642
780,12.9810472,77.6371441
781,12.9811616,77.6371262
782,12.9797703,77.6393433
783,12.9788158,77.6365941
784,12.9782871,77.6426631
785,12.9782063,77.6431582
786,12.9783994,77.6443108
787,12.978961,77.636588
788,12.9821282,77.6395715
789,12.9804418,77.6391466
790,12.9822114,77.6391056
791,12.9809968,77.6410084
792,12.9774668,77.6363765
793,12.9755127,77.6360648
794,12.97475,77.635825
795,12.9801713,77.6405925
796,12.9891614,77.5722338
797,12.9821972,77.6388396
798,12.9105018,77.5816131
799,12.9727468,77.6090075
800,12.9822012,77.6382936
801,12.962822,77.5764714
802,12.9899339,77.5526805
803,12.9106137,77.5805904
804,12.9110226,77.578561
805,12.9108461,77.5782827
806,12.9110743,77.5780397
807,13.0019334,77.5784395
808,13.0069934,77.5693219
809,13.0244173,77.5489753
810,13.0070927,77.5693166
811,12.9115865,77.6002227
812,12.9112404,77.6001886
813,12.9113058,77.6001591
814,12.9113345,77.6001135
815,12.9115035,77.6322824
816,12.9161526,77.6001688
817,12.9165473,77.6001273
818,12.9742168,77.6463234
819,12.910311,77.609896
820,12.9548463,77.6521789
821,13.0405405,77.5183659
822,12.9944143,77.6631498
823,12.9938792,77.6622186
824,12.9944662,77.6632297
825,12.9950242,77.662944
826,12.994594,77.6634203
827,12.95904,77.6382864
828,12.9603147,77.6371987
829,12.9592176,77.6385092
830,12.9591069,77.6383016
831,12.9709105,77.5975237
832,12.9715104,77.5983259
833,12.9698429,77.5973538
834,12.9422229,77.6225045
835,12.9819249,77.6395066
836,12.92478,77.6746246
837,12.9243319,77.673712
838,12.9200283,77.5028304
839,12.9320659,77.6182289
840,13.0216054,77.5587327
841,13.0218114,77.5586653
842,13.027416,77.5610663
843,12.9548274,77.6415855
844,12.9582235,77.6415281
845,12.95771,77.6416441
846,12.9342315,77.6108176
847,12.9254221,77.6194529
848,12.9359584,77.6162475
849,12.9344396,77.6160195
850,12.9187187,77.6491667
851,12.9496216,77.6997317
852,12.9255448,77.6762576
853,13.0374407,77.5225394
854,12.9497864,77.6990755
855,12.9505103,77.6993164
856,12.9504756,77.6999041
857,12.9504495,77.6999604
858,12.9504952,77.699942
859,12.9512065,77.6994054
860,12.9517332,77.6994362
861,12.9527009,77.7003351
862,12.9526264,77.7003109
863,12.9519481,77.7001835
864,12.9519037,77.7001715
865,12.9517821,77.7001004
866,12.9515881,77.7000708
867,12.9659321,77.7180675
868,12.9862102,77.5741379
869,12.9822182,77.6385728
870,13.0289716,77.5633966
871,13.0124427,77.7608184
872,13.0085945,77.7586622
873,13.0993909,77.589218
874,13.0994241,77.5891823
875,12.9701247,77.5866611
876,12.981906,77.5956848
877,12.9698283,77.735625
878,12.9313955,77.5179594
879,13.099283,77.5773005
880,12.9645529,77.717708
881,12.9647848,77.7174502
882,12.939862,77.6251781
883,12.9311314,77.6007942
884,12.9202457,77.6002095
885,12.9306608,77.6005582
886,12.9144013,77.6101938
887,13.0374079,77.5654203
888,12.9755345,77.6413688
889,12.9749878,77.6412398
890,12.9750628,77.6412415
891,12.9645855,77.6417999
892,12.9690331,77.6410328
893,12.9695996,77.641102
894,12.9663337,77.6416686
895,12.963873,77.6418506
896,12.963753,77.6419024
897,12.9742661,77.6409041
898,12.9742959,77.6409041
899,12.9736716,77.6409138
900,12.9741351,77.6409014
901,12.9715304,77.6410028
902,12.9706146,77.6415013
903,12.9694583,77.6415886
904,12.9641752,77.6413104
905,12.9666575,77.6412198
906,12.9656588,77.6412508
907,13.0017604,77.5783235
908,12.9696235,77.654847
909,12.9185551,77.6704667
910,12.9751858,77.6035875
911,12.9752707,77.6032941
912,12.9752465,77.6034062
913,12.9755556,77.603146
914,12.9755458,77.6031908
915,12.9756151,77.6029253
916,12.9757645,77.6021528
917,12.9724724,77.608763
918,12.9728535,77.6091579
919,12.97323,77.609195
920,12.9749935,77.6199471
921,12.9597633,77.6470458
922,12.9600581,77.6451404
923,12.9600493,77.6449336
924,12.9601577,77.6443247
925,12.9592065,77.6530201
926,12.9592536,77.6547861
927,12.9592402,77.6547402
928,12.9300348,77.6834526
929,12.9301328,77.6833467
930,12.954539,77.6526273
931,12.9588223,77.6594678
932,12.997771,77.571072
933,12.9594395,77.6436156
934,12.9733842,77.6163899
935,12.9365363,77.5167879
936,12.9735894,77.5783998
937,12.9557359,77.6918384
938,12.9588769,77.6597017
939,12.9571303,77.701865
940,12.9571332,77.7018887
941,12.9595599,77.6559904
942,12.9572917,77.7009166
943,12.9573679,77.7009184
944,12.9343194,77.6895154
945,12.9740669,77.6092489
946,12.9735393,77.609322
947,12.9736021,77.609322
948,12.9734329,77.6093499
949,12.9732979,77.6093585
950,12.8917806,77.5792737
951,12.9672647,77.6090629
952,12.9736722,77.6131796
953,12.9726449,77.6382683
954,12.9783646,77.6362045
955,12.9781459,77.6364882
956,12.9723182,77.6370479
957,12.9792707,77.6426443
958,12.9792825,77.6425169
959,12.9656704,77.6492943
960,13.0668643,77.5029364
961,12.9663676,77.6372366
962,12.962015,77.6375462
963,12.9688091,77.6489013
964,12.9748952,77.6153654
965,12.9690672,77.6478843
966,12.9591346,77.6565349
967,13.071623,77.5117792
968,12.9759239,77.5749981
969,12.9766765,77.5777178
970,13.0076007,77.5710725
971,12.9677903,77.6077982
972,13.0195687,77.6371797
973,12.9826791,77.61051
974,12.9307568,77.6331531
975,12.9846789,77.7489348
976,12.9861681,77.7449117
977,12.9779131,77.6328957
978,12.9942736,77.5715823
979,13.0087724,77.5635729
980,12.9578247,77.6551191
981,12.9622425,77.6448007
982,13.0076756,77.5640516
983,12.9852789,77.5434809
984,12.9706833,77.5975564
985,12.970711,77.5975435
986,12.9525488,77.7058831
987,12.9763509,77.6035153
988,12.9787278,77.6435358
989,12.9700003,77.6410842
990,12.9930498,77.663735
991,12.9240707,77.640498
992,12.9902817,77.5378602
993,12.9625119,77.5486586
994,12.9793184,77.6435354
995,12.9785974,77.6411945
996,12.9790201,77.6419756
997,12.9112304,77.6760618
998,12.9310409,77.6081159
999,12.987086,77.6189974
1000,12.9757601,77.7267539
1001,12.9274912,77.6373711
1002,12.9758896,77.7268857
1003,12.9787711,77.6365491
1004,12.9765802,77.6024034
1005,12.9576049,77.5247105
1006,12.9700721,77.7501189
1007,13.0033921,77.5783685
1008,12.9476142,77.5797544
1009,12.9411724,77.6172571
1010,12.9703444,77.6358372
1011,12.9204794,77.5956182
